"OEC ID";"SITC ID";"Product Level";"Product Name"
"12714";"12.71.4";"Group";"Engines and motors, non-electric (other than those of groups 712, 713 and 718); parts, n.e.s. of the engines and motors of group 714 and item 718.88"
"127144";"12.71.44";"Subgroup";"Reaction Engines"
"127148";"12.71.48";"Subgroup";"Miscellaneous Gas Turbines"
"127149";"12.71.49";"Subgroup";"Parts of Gas Turbines and Reaction Engines"
"1279";"12.79";"Division";"Other transport equipment"
"12792";"12.79.2";"Group";"Aircraft and associated equipment, and parts thereof, n.e.s."
"127920";"12.79.20";"Subgroup";"Aircraft and equipment and parts"
"127922";"12.79.22";"Subgroup";"Small Aircraft"
"127923";"12.79.23";"Subgroup";"Aircraft"
"127924";"12.79.24";"Subgroup";"Large Aircraft"
"127928";"12.79.28";"Subgroup";"Miscellaneous Aircraft Equipment"
"127929";"12.79.29";"Subgroup";"Aircraft Parts and Accessories"
"13";"13";"Category";"Boilers"
"136";"13.6";"Section";"Manufactured goods classified chiefly by material"
"1362";"13.62";"Division";"Rubber manufactures, n.e.s."
"13625";"13.62.5";"Group";"Rubber tyres, tyre cases, interchangeable tyre treads, inner tubes and tyre flaps, for wheels of all kinds"
"136252";"13.62.52";"Subgroup";"Large Transport Vehicle Tires"
"136254";"13.62.54";"Subgroup";"Bike Tires"
"136259";"13.62.59";"Subgroup";"Miscellaneous Tire Parts"
"1366";"13.66";"Division";"Non-metallic mineral manufactures, n.e.s."
"13662";"13.66.2";"Group";"Clay construction materials and refractory construction materials"
"136623";"13.66.23";"Subgroup";"Refractory Bricks"
"13664";"13.66.4";"Group";"Glass"
"136644";"13.66.44";"Subgroup";"Unworked Surface Ground Cast Glass"
"136646";"13.66.46";"Subgroup";"Pressed or Moulded Glass"
"1367";"13.67";"Division";"Iron and steel"
"13677";"13.67.7";"Group";"Iron or steel wire (excluding wire rod), whether or not coated, but not insulated"
"136770";"13.67.70";"Subgroup";"Uninsulated Steel Wire"
"1369";"13.69";"Division";"Manufactures of metals, n.e.s."
"13693";"13.69.3";"Group";"Wire products (excluding insulated electrical wire) and fencing grills"
"136931";"13.69.31";"Subgroup";"Metal Cables"
"137";"13.7";"Section";"Machinery and transport equipment"
"1371";"13.71";"Division";"Power generating machinery and equipment"
"13711";"13.71.1";"Group";"Steam and other vapour generating boilers, superheated water boilers, and auxiliary plant for use therewith; and parts thereof, n.e.s"
"137110";"13.71.10";"Subgroup";"Steam & other vapour generating boilers & parts"
"137111";"13.71.11";"Subgroup";"Steam Water Boilers"
"137112";"13.71.12";"Subgroup";"Condensers"
"137119";"13.71.19";"Subgroup";"Miscellaneous Boiler Parts"
"1377";"13.77";"Division";"Electric machinery, apparatus and appliances, n.e.s., and electrical parts thereof (including non-electrical counterparts, n.e.s. of electrical household type equipment)"
"13771";"13.77.1";"Group";"Electric power machinery (other than the rotating electric plant of heading 716), and parts thereof, n.e.s."
"137711";"13.77.11";"Subgroup";"Electrical Transformers"
"13778";"13.77.8";"Group";"Electrical machinery and apparatus, n.e.s."
"137782";"13.77.82";"Subgroup";"Lightbulbs"
"138";"13.8";"Section";"Miscellaneous manufactured articles"
"1387";"13.87";"Division";"Professional, scientific and controlling instruments and apparatus, n.e.s."
"13873";"13.87.3";"Group";"Meters and counters, n.e.s."
"138731";"13.87.31";"Subgroup";"Gas, Liquid and Electric Meters"
"14";"14";"Category";"Ships"
"145";"14.5";"Section";"Chemicals and related products, n.e.s."
"1456";"14.56";"Division";"Fertilizers, manufactured"
"14562";"14.56.2";"Group";"Fertilizers, manufactured"
"145620";"14.56.20";"Subgroup";"Fertilizers, manufactured"
"1458";"14.58";"Division";"Artificial resins and plastic materials, and cellulose esters and ethers"
"14582";"14.58.2";"Group";"Condensation, polycondensation and polyaddition products, whether or not modified or polymerized, and whether or not linear (e.g., phenoplasts, aminoplasts, alkyds, polyallyl esters and other unsaturated polyesters, silicones)"
"145822";"14.58.22";"Subgroup";"Aminoplasts"
"14585";"14.58.5";"Group";"Other artificial resins and plastic materials"
"145852";"14.58.52";"Subgroup";"Miscellaneous Artificial Plastics"
"147";"14.7";"Section";"Machinery and transport equipment"
"1479";"14.79";"Division";"Other transport equipment"
"14791";"14.79.1";"Group";"Railway vehicles (including hovertrains) and associated equipment"
"147915";"14.79.15";"Subgroup";"Rail Freight Transport"
"14792";"14.79.2";"Group";"Aircraft and associated equipment, and parts thereof, n.e.s."
"147921";"14.79.21";"Subgroup";"Helicopters"
"14793";"14.79.3";"Group";"Ships, boats (including hovercraft) and floating struc tures"
"147930";"14.79.30";"Subgroup";"Ships, boats and floating structures"
"147931";"14.79.31";"Subgroup";"Warships"
"147932";"14.79.32";"Subgroup";"Ships and Boats"
"147933";"14.79.33";"Subgroup";"Ships for Disposal"
"147938";"14.79.38";"Subgroup";"Miscellaneous Boats and Floating Structures"
"148";"14.8";"Section";"Miscellaneous manufactured articles"
"1489";"14.89";"Division";"Miscellaneous manufactured articles, n.e.s."
"14893";"14.89.3";"Group";"Articles, n.e.s. of materials of the kinds described in division 58"
"148930";"14.89.30";"Subgroup";"Articles, nes of plastic materials"
"15";"15";"Category";"Metal products"
"152";"15.2";"Section";"Crude materials, inedible, except fuels"
"1528";"15.28";"Division";"Metalliferous ores and metal scrap"
"15281";"15.28.1";"Group";"Iron ore and concentrates"
"152814";"15.28.14";"Subgroup";"Roasted Iron Pyrites"
"15282";"15.28.2";"Group";"Waste and scrap metal of iron or steel"
"152829";"15.28.29";"Subgroup";"Waste and scrap metal of iron or steel"
"15288";"15.28.8";"Group";"Non-ferrous base metal waste and scrap, n.e.s."
"152880";"15.28.80";"Subgroup";"Non-ferrous base metal waste and scrap, nes"
"155";"15.5";"Section";"Chemicals and related products, n.e.s."
"1552";"15.52";"Division";"Inorganic chemicals"
"15522";"15.52.2";"Group";"Inorganic chemical elements, oxides and halogen salts"
"155224";"15.52.24";"Subgroup";"Metallic Oxides"
"156";"15.6";"Section";"Manufactured goods classified chiefly by material"
"1566";"15.66";"Division";"Non-metallic mineral manufactures, n.e.s."
"15663";"15.66.3";"Group";"Mineral manufactures, n.e.s."
"156630";"15.66.30";"Subgroup";"Mineral manufactures, nes"
"1567";"15.67";"Division";"Iron and steel"
"15671";"15.67.1";"Group";"Pig iron, spiegelelsen, sponge iron, iron or steel powders and shot, and ferro-alloys"
"156710";"15.67.10";"Subgroup";"Pig and sponge iron, spiegeleisen, etc, and ferro-alloys"
"156712";"15.67.12";"Subgroup";"Pig and Cast Iron"
"156713";"15.67.13";"Subgroup";"Iron and Steel Powders"
"156716";"15.67.16";"Subgroup";"Ferro-alloys"
"15672";"15.67.2";"Group";"Ingots and other primary forms, of iron or steel"
"156720";"15.67.20";"Subgroup";"Ingots and other primary forms, of iron or steel"
"156724";"15.67.24";"Subgroup";"Blocks of Iron and Steel"
"156725";"15.67.25";"Subgroup";"Iron Billets"
"156727";"15.67.27";"Subgroup";"Iron Coils"
"15673";"15.67.3";"Group";"Iron and steel bars, rods, angles, shapes and sections (including sheet piling)"
"156730";"15.67.30";"Subgroup";"Iron and steel bars, rods, shapes and sections"
"156733";"15.67.33";"Subgroup";"Iron Shapes"
"15674";"15.67.4";"Group";"Universals, plates, and sheets, of iron or steel"
"156740";"15.67.40";"Subgroup";"Universals, plates, and sheets, of iron or steel"
"156741";"15.67.41";"Subgroup";"Universal plates of iron or steel"
"156744";"15.67.44";"Subgroup";"Thick Iron Sheets"
"156745";"15.67.45";"Subgroup";"Iron Sheets"
"156746";"15.67.46";"Subgroup";"Thin Iron Sheets"
"156747";"15.67.47";"Subgroup";"Tinned Sheets"
"156749";"15.67.49";"Subgroup";"Miscellaneous Processed Iron"
"15675";"15.67.5";"Group";"Hoop and strip, of iron or steel, hot-rolled or cold-rolled"
"156750";"15.67.50";"Subgroup";"Iron or steel hot or cold rolled"
"15678";"15.67.8";"Group";"Tube, pipes and fittings, of iron or steel"
"156780";"15.67.80";"Subgroup";"Tube, pipes and fittings, of iron or steel"
"156783";"15.67.83";"Subgroup";"Miscellaneous Iron Tubes and Pipes"
"15679";"15.67.9";"Group";"Iron and steel castings, forgings and stampings, in the rough state, n.e.s."
"156790";"15.67.90";"Subgroup";"Iron, steel casting, forging and stamping, in the rough state, nes"
"1568";"15.68";"Division";"Non-ferrous metals"
"15682";"15.68.2";"Group";"Copper"
"156822";"15.68.22";"Subgroup";"Processed Copper"
"15686";"15.68.6";"Group";"Zinc"
"156863";"15.68.63";"Subgroup";"Zinc"
"1569";"15.69";"Division";"Manufactures of metals, n.e.s."
"15690";"15.69.0";"Group";"Manufactures of metals, n.e.s."
"156900";"15.69.00";"Subgroup";"Manufactures of metals, nes"
"15692";"15.69.2";"Group";"Metal containers for storage and transport"
"156920";"15.69.20";"Subgroup";"Metal containers for storage and transport"
"15693";"15.69.3";"Group";"Wire products (excluding insulated electrical wire) and fencing grills"
"156930";"15.69.30";"Subgroup";"Wire products (excluding insulated electrical wire); fencing grills"
"20";"20";"Category";"Construction materials and equipment"
"202";"20.2";"Section";"Crude materials, inedible, except fuels"
"2024";"20.24";"Division";"Cork and wood"
"20240";"20.24.0";"Group";"Cork and wood"
"202400";"20.24.00";"Subgroup";"Cork and wood"
"20245";"20.24.5";"Group";"Fuel wood (excluding wood waste) and wood charcoal"
"202450";"20.24.50";"Subgroup";"Fuel Wood and Charcoal"
"20246";"20.24.6";"Group";"Pulpwood (including chips and wood waste)"
"202460";"20.24.60";"Subgroup";"Pulpwood"
"20247";"20.24.7";"Group";"Other wood in the rough or roughly squared"
"202470";"20.24.70";"Subgroup";"Other wood in the rough or roughly squared"
"202471";"20.24.71";"Subgroup";"Rough Coniferous Logs"
"202472";"20.24.72";"Subgroup";"Non-Coniferous Sawlogs"
"202479";"20.24.79";"Subgroup";"Rough Wood"
"20248";"20.24.8";"Group";"Wood, simply worked, and railway sleepers of wood"
"202480";"20.24.80";"Subgroup";"Wood, simply worked, and railway sleepers of wood"
"202481";"20.24.81";"Subgroup";"Railroad Ties"
"202482";"20.24.82";"Subgroup";"Coniferous Wood"
"202483";"20.24.83";"Subgroup";"Non-Coniferous Worked Wood"
"2025";"20.25";"Division";"Pulp and waste paper"
"20251";"20.25.1";"Group";"Pulp and waste paper"
"202510";"20.25.10";"Subgroup";"Pulp and waste paper"
"203";"20.3";"Section";"Mineral fuels, lubricants and related materials"
"2035";"20.35";"Division";"Electric current"
"20351";"20.35.1";"Group";"Electric current"
"203510";"20.35.10";"Subgroup";"Electric Current"
"206";"20.6";"Section";"Manufactured goods classified chiefly by material"
"2060";"20.60";"Division";"Manufactured goods classified chiefly by material"
"20600";"20.60.0";"Group";"Manufactured goods classified chiefly by material"
"206000";"20.60.00";"Subgroup";"Manufactured goods classified chiefly by materials"
"2063";"20.63";"Division";"Cork and wood, cork manufactures (excluding furniture)"
"20634";"20.63.4";"Group";"Veneers, plywood, "improved" or reconstituted wood and other wood, worked, n.e.s."
"206340";"20.63.40";"Subgroup";"Veneers, plywood, improved wood and other wood, worked, nes"
"206341";"20.63.41";"Subgroup";"Sawn Wood Less Than 5mm Thick"
"206342";"20.63.42";"Subgroup";"Plywood"
"206343";"20.63.43";"Subgroup";"Improved Wood"
"206344";"20.63.44";"Subgroup";"Wood Panels"
"206349";"20.63.49";"Subgroup";"Simply Shaped Wood"
"20635";"20.63.5";"Group";"Wood manufactures, n.e.s."
"206350";"20.63.50";"Subgroup";"Wood manufactures, nes"
"206351";"20.63.51";"Subgroup";"Wood Boxes"
"206353";"20.63.53";"Subgroup";"Carpentry Wood"
"206359";"20.63.59";"Subgroup";"Miscellaneous Manufactured Wood Articles"
"2064";"20.64";"Division";"Paper, paperboard, and articles of pulp, of paper or of paperboard"
"20641";"20.64.1";"Group";"Paper and paperboard"
"206410";"20.64.10";"Subgroup";"Paper and paperboard"
"206416";"20.64.16";"Subgroup";"Fiberboard"
"206417";"20.64.17";"Subgroup";"Tissue Paper"
"20642";"20.64.2";"Group";"Paper and paperboard, cut to size or shape, and articles of paper or paperboard"
"206420";"20.64.20";"Subgroup";"Paper and paperboard, precut, and articles of paper or paperboard"
"206422";"20.64.22";"Subgroup";"Correspondence Stationary"
"206428";"20.64.28";"Subgroup";"Miscellaneous Articles of Paper"
"2065";"20.65";"Division";"Textile yarn, fabrics, made-up articles, n.e.s., and related products"
"20658";"20.65.8";"Group";"Made-up articles, wholly or chiefly of textile materials, n.e.s."
"206582";"20.65.82";"Subgroup";"Textile Camping Goods"
"20659";"20.65.9";"Group";"Floor coverings, etc."
"206590";"20.65.90";"Subgroup";"Floor coverings, etc"
"2066";"20.66";"Division";"Non-metallic mineral manufactures, n.e.s."
"20661";"20.66.1";"Group";"Lime, cement, and fabricated construction materials (except glass and clay materials)"
"206610";"20.66.10";"Subgroup";"Lime, cement, and fabricated construction materials"
"206618";"20.66.18";"Subgroup";"Fiber Cements"
"20662";"20.66.2";"Group";"Clay construction materials and refractory construction materials"
"206620";"20.66.20";"Subgroup";"Clay and refractory construction materials"
"206624";"20.66.24";"Subgroup";"Building Materials"
"20663";"20.66.3";"Group";"Mineral manufactures, n.e.s."
"206633";"20.66.33";"Subgroup";"Miscellaneous Mineral Materials"
"20664";"20.66.4";"Group";"Glass"
"206649";"20.66.49";"Subgroup";"Miscellaneous Glass"
"20666";"20.66.6";"Group";"Pottery"
"206660";"20.66.60";"Subgroup";"Pottery"
"2067";"20.67";"Division";"Iron and steel"
"20673";"20.67.3";"Group";"Iron and steel bars, rods, angles, shapes and sections (including sheet piling)"
"206732";"20.67.32";"Subgroup";"Iron Bars and Rods"
"2068";"20.68";"Division";"Non-ferrous metals"
"20684";"20.68.4";"Group";"Aluminium"
"206842";"20.68.42";"Subgroup";"Processed Aluminium"
"2069";"20.69";"Division";"Manufactures of metals, n.e.s."
"20691";"20.69.1";"Group";"Structures and parts, n.e.s., of iron, steel or aluminium"
"206910";"20.69.10";"Subgroup";"Structures and parts, nes, of iron, steel or aluminium"
"206911";"20.69.11";"Subgroup";"Iron Structures"
"206912";"20.69.12";"Subgroup";"Aluminium Structures"
"20692";"20.69.2";"Group";"Metal containers for storage and transport"
"206921";"20.69.21";"Subgroup";"Reservoir Tanks"
"206924";"20.69.24";"Subgroup";"Metal Containers"
"20697";"20.69.7";"Group";"Household equipment of base metal, n.e.s."
"206970";"20.69.70";"Subgroup";"Household equipment of base metal, nes"
"206973";"20.69.73";"Subgroup";"Domestic Non-Electric Stoves"
"20699";"20.69.9";"Group";"Manufactures of base metal, n.e.s."
"206990";"20.69.90";"Subgroup";"Manufactures of base metal, nes"
"206996";"20.69.96";"Subgroup";"Miscellaneous Articles of Base Metals"
"206997";"20.69.97";"Subgroup";"Miscellaneous Articles of Iron"
"207";"20.7";"Section";"Machinery and transport equipment"
"2074";"20.74";"Division";"General industrial machinery and equipment, n.e.s., and parts of, n.e.s."
"20741";"20.74.1";"Group";"Heating and cooling equipment and parts thereof, n.e.s."
"207414";"20.74.14";"Subgroup";"Miscellaneous Refrigeration Equipment"
"2077";"20.77";"Division";"Electric machinery, apparatus and appliances, n.e.s., and electrical parts thereof (including non-electrical counterparts, n.e.s. of electrical household type equipment)"
"20773";"20.77.3";"Group";"Equipment for distribution of electricity"
"207731";"20.77.31";"Subgroup";"Electric Wire"
"20775";"20.77.5";"Group";"Household type, electrical and non-electrical equipment, n.e.s."
"207750";"20.77.50";"Subgroup";"Household type equipment, nes"
"207752";"20.77.52";"Subgroup";"Household Refrigeration"
"2078";"20.78";"Division";"Road vehicles (including air-cushion vehicles)"
"20786";"20.78.6";"Group";"Trailers and other vehicles, not motorized, n.e.s. and specially designed and equipped transport containers"
"207861";"20.78.61";"Subgroup";"Transportation Containers"
"208";"20.8";"Section";"Miscellaneous manufactured articles"
"2080";"20.80";"Division";"Miscellaneous manufactured articles"
"20800";"20.80.0";"Group";"Miscellaneous manufactured articles"
"208000";"20.80.00";"Subgroup";"Miscellaneous manufactured articles"
"2081";"20.81";"Division";"Sanitary, plumbing, heating, lighting fixtures and fittings, n.e.s."
"20812";"20.81.2";"Group";"Sanitary, plumbing, heating, lighting fixtures and fittings, n.e.s."
"208120";"20.81.20";"Subgroup";"Sanitary, plumbing, heating, lighting fixtures and fittings, nes"
"208122";"20.81.22";"Subgroup";"Ceramic Fixtures"
"2082";"20.82";"Division";"Furniture and parts thereof"
"20821";"20.82.1";"Group";"Furniture and parts thereof"
"208210";"20.82.10";"Subgroup";"Furniture and parts thereof"
"208211";"20.82.11";"Subgroup";"Chairs and Couches"
"208212";"20.82.12";"Subgroup";"Medical Furniture"
"208219";"20.82.19";"Subgroup";"Miscellaneous Furniture"
"2089";"20.89";"Division";"Miscellaneous manufactured articles, n.e.s."
"20892";"20.89.2";"Group";"Printed matter"
"208920";"20.89.20";"Subgroup";"Printed matter"
"20893";"20.89.3";"Group";"Articles, n.e.s. of materials of the kinds described in division 58"
"208932";"20.89.32";"Subgroup";"Plastic Sanitary Articles"
"20894";"20.89.4";"Group";"Baby carriages, toys, games and sporting goods"
"208940";"20.89.40";"Subgroup";"Baby carriages, toys, games and sporting goods"
"21";"21";"Category";"Home and office products"
"216";"21.6";"Section";"Manufactured goods classified chiefly by material"
"2165";"21.65";"Division";"Textile yarn, fabrics, made-up articles, n.e.s., and related products"
"21657";"21.65.7";"Group";"Special textile fabrics and related products"
"216576";"21.65.76";"Subgroup";"Hats"
"21659";"21.65.9";"Group";"Floor coverings, etc."
"216597";"21.65.97";"Subgroup";"Plaited Products"
"2166";"21.66";"Division";"Non-metallic mineral manufactures, n.e.s."
"21664";"21.66.4";"Group";"Glass"
"216640";"21.66.40";"Subgroup";"Glass"
"216643";"21.66.43";"Subgroup";"Blown Glass"
"21665";"21.66.5";"Group";"Glassware"
"216650";"21.66.50";"Subgroup";"Glassware"
"216652";"21.66.52";"Subgroup";"Glassware"
"21666";"21.66.6";"Group";"Pottery"
"216664";"21.66.64";"Subgroup";"Porcelain"
"216665";"21.66.65";"Subgroup";"Pottery"
"216666";"21.66.66";"Subgroup";"Miscellaneous Ceramic Ornaments"
"2169";"21.69";"Division";"Manufactures of metals, n.e.s."
"21695";"21.69.5";"Group";"Tools for use in the hand or in machines"
"216953";"21.69.53";"Subgroup";"Miscellaneous Hand Tools"
"21696";"21.69.6";"Group";"Cutlery"
"216960";"21.69.60";"Subgroup";"Cutlery"
"21697";"21.69.7";"Group";"Household equipment of base metal, n.e.s."
"216974";"21.69.74";"Subgroup";"Miscellaneous Domestic Articles of Base Metals"
"216978";"21.69.78";"Subgroup";"Miscellaneous Base Metal Household Appliances"
"21699";"21.69.9";"Group";"Manufactures of base metal, n.e.s."
"216993";"21.69.93";"Subgroup";"Pins and Needles"
"217";"21.7";"Section";"Machinery and transport equipment"
"2178";"21.78";"Division";"Road vehicles (including air-cushion vehicles)"
"21785";"21.78.5";"Group";"Motorcycles, motor scooters and other cycles, motorized and non-motorized; invalid carriages"
"217852";"21.78.52";"Subgroup";"Bicycles"
"218";"21.8";"Section";"Miscellaneous manufactured articles"
"2188";"21.88";"Division";"Photographic equipment and supplies and optical goods, n.e.s.; watches and clocks"
"21884";"21.88.4";"Group";"Optical goods n.e.s."
"218842";"21.88.42";"Subgroup";"Eyewear"
"21885";"21.88.5";"Group";"Watches and clocks"
"218851";"21.88.51";"Subgroup";"Watches"
"2189";"21.89";"Division";"Miscellaneous manufactured articles, n.e.s."
"21893";"21.89.3";"Group";"Articles, n.e.s. of materials of the kinds described in division 58"
"218933";"21.89.33";"Subgroup";"Plastic Ornaments"
"21894";"21.89.4";"Group";"Baby carriages, toys, games and sporting goods"
"218941";"21.89.41";"Subgroup";"Baby Carriages"
"21895";"21.89.5";"Group";"Office and stationary supplies, n.e.s."
"218950";"21.89.50";"Subgroup";"Office and stationary supplies, nes"
"218951";"21.89.51";"Subgroup";"Metal Office Products"
"218952";"21.89.52";"Subgroup";"Pens and Pencils"
"218959";"21.89.59";"Subgroup";"Miscellaneous Office and Stationary Supplies"
"21896";"21.89.6";"Group";"Works of art, collectors' pieces and antiques"
"218960";"21.89.60";"Subgroup";"Artwork"
"21899";"21.89.9";"Group";"Other miscellaneous manufactured articles, n.e.s."
"218994";"21.89.94";"Subgroup";"Umbrellas and Canes"
"218998";"21.89.98";"Subgroup";"Miscellaneous Small Wares"
"22";"22";"Category";"Pulp and paper"
"222";"22.2";"Section";"Crude materials, inedible, except fuels"
"2225";"22.25";"Division";"Pulp and waste paper"
"22251";"22.25.1";"Group";"Pulp and waste paper"
"222512";"22.25.12";"Subgroup";"Mechanical Wood Pulp"
"222516";"22.25.16";"Subgroup";"Dissolving Grade Chemical Wood Pulp"
"222517";"22.25.17";"Subgroup";"Chemical Wood Pulp of Soda or Sulphate"
"222518";"22.25.18";"Subgroup";"Chemical Wood Pulp of sulphite"
"222519";"22.25.19";"Subgroup";"Miscellaneous Cellulosic Pulps"
"225";"22.5";"Section";"Chemicals and related products, n.e.s."
"2258";"22.58";"Division";"Artificial resins and plastic materials, and cellulose esters and ethers"
"22585";"22.58.5";"Group";"Other artificial resins and plastic materials"
"225851";"22.58.51";"Subgroup";"Derivatives of Rubber"
"2259";"22.59";"Division";"Chemical materials and products, n.e.s."
"22598";"22.59.8";"Group";"Miscellaneous chemical products, n.e.s."
"225981";"22.59.81";"Subgroup";"Woods and Resin Chemicals"
"226";"22.6";"Section";"Manufactured goods classified chiefly by material"
"2264";"22.64";"Division";"Paper, paperboard, and articles of pulp, of paper or of paperboard"
"22641";"22.64.1";"Group";"Paper and paperboard"
"226411";"22.64.11";"Subgroup";"Newsprint"
"226412";"22.64.12";"Subgroup";"Rolls of Paper"
"226413";"22.64.13";"Subgroup";"Kraft Paper"
"226415";"22.64.15";"Subgroup";"Miscellaneous Paper"
"30";"30";"Category";"Beer, Spirits and cigarrettes"
"300";"30.0";"Section";"Food and live animals chiefly for food"
"3006";"30.06";"Division";"Sugar, sugar preparations and honey"
"30061";"30.06.1";"Group";"Sugar and honey"
"300619";"30.06.19";"Subgroup";"Sugar Syrups"
"301";"30.1";"Section";"Beverages and tobacco"
"3011";"30.11";"Division";"Beverages"
"30112";"30.11.2";"Group";"Alcoholic beverages"
"301122";"30.11.22";"Subgroup";"Miscellaneous Fermented Beverages"
"301123";"30.11.23";"Subgroup";"Beer"
"301124";"30.11.24";"Subgroup";"Liquor"
"3012";"30.12";"Division";"Tobacco and tobacco manufactures"
"30122";"30.12.2";"Group";"Tobacco, manufactured"
"301221";"30.12.21";"Subgroup";"Cigars"
"305";"30.5";"Section";"Chemicals and related products, n.e.s."
"3051";"30.51";"Division";"Organic chemicals"
"30512";"30.51.2";"Group";"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivatives"
"305121";"30.51.21";"Subgroup";"Acyclic Alcohols"
"31";"31";"Category";"Food Processing"
"310";"31.0";"Section";"Food and live animals chiefly for food"
"3101";"31.01";"Division";"Meat and meat preparations"
"31012";"31.01.2";"Group";"Meat and edible meat offals (except poultry liver), salted, in brine, dried, or smoked"
"310121";"31.01.21";"Subgroup";"Miscellaneous Animal Entrails"
"3104";"31.04";"Division";"Cereals and cereal preparations"
"31048";"31.04.8";"Group";"Cereal preparations and preparations of flour or starch of fruits or vegetables"
"310483";"31.04.83";"Subgroup";"Pasta"
"310484";"31.04.84";"Subgroup";"Baked Goods"
"3105";"31.05";"Division";"Vegetables and fruit"
"31054";"31.05.4";"Group";"Vegetables, fresh, chilled, frozen or slmply preserved (including dried leguminous vegetables); roots, tubers and other edible vegetable products, n.e.s., fresh or dried"
"310540";"31.05.40";"Subgroup";"Vegetables, fresh or simply preserved; roots and tubers"
"310545";"31.05.45";"Subgroup";"Miscellaneous Vegetables"
"310546";"31.05.46";"Subgroup";"Frozen Vegetables"
"31056";"31.05.6";"Group";"Vegetables, roots and tubers, prepared or preserved, n.e.s."
"310560";"31.05.60";"Subgroup";"Vegetables, roots and tubers"
"310561";"31.05.61";"Subgroup";"Dried Vegetables"
"310564";"31.05.64";"Subgroup";"Flour"
"310565";"31.05.65";"Subgroup";"Vegetables"
"31057";"31.05.7";"Group";"Fruit and nuts (not including oil nuts), fresh or dried"
"310570";"31.05.70";"Subgroup";"Fruit and nuts, fresh, dried"
"310579";"31.05.79";"Subgroup";"Miscellaneous Fruit"
"31058";"31.05.8";"Group";"Fruit, preserved, and fruits preparations"
"310580";"31.05.80";"Subgroup";"Fruit, preserved, and fruits preparations"
"310583";"31.05.83";"Subgroup";"Fruit Jams"
"310585";"31.05.85";"Subgroup";"Fruit or Vegetable Juices"
"310586";"31.05.86";"Subgroup";"Temporarily Preserved Fruit"
"310589";"31.05.89";"Subgroup";"Prepared Fruit"
"3106";"31.06";"Division";"Sugar, sugar preparations and honey"
"31061";"31.06.1";"Group";"Sugar and honey"
"310610";"31.06.10";"Subgroup";"Sugar and honey"
"31062";"31.06.2";"Group";"Sugar confectionery (except chocolate confectionery) and other sugar preparations"
"310620";"31.06.20";"Subgroup";"Confectionary Sugar"
"3107";"31.07";"Division";"Coffee, tea, cocoa, spices, and manufactures thereof"
"31073";"31.07.3";"Group";"Chocolate and other food preparations containing cocoa, n.e.s."
"310730";"31.07.30";"Subgroup";"Chocolate"
"3109";"31.09";"Division";"Miscellaneous edible products and preparations"
"31091";"31.09.1";"Group";"Margarine and shortening"
"310910";"31.09.10";"Subgroup";"Margarine and shortening"
"310914";"31.09.14";"Subgroup";"Margarine"
"31098";"31.09.8";"Group";"Edible products and preparations, n.e.s."
"310980";"31.09.80";"Subgroup";"Miscellaneous Edibles"
"311";"31.1";"Section";"Beverages and tobacco"
"3111";"31.11";"Division";"Beverages"
"31111";"31.11.1";"Group";"Non-alcoholic beverages, n.e.s."
"311110";"31.11.10";"Subgroup";"Miscellaneous Beverages"
"31112";"31.11.2";"Group";"Alcoholic beverages"
"311120";"31.11.20";"Subgroup";"Alcoholic beverages"
"311121";"31.11.21";"Subgroup";"Wine"
"312";"31.2";"Section";"Crude materials, inedible, except fuels"
"3127";"31.27";"Division";"Crude fertilizer and crude minerals (excluding coal, petroleum and precious stones)"
"31271";"31.27.1";"Group";"Fertilizers, crude"
"312710";"31.27.10";"Subgroup";"Fertilizers, crude"
"312711";"31.27.11";"Subgroup";"Crude Fertilizer"
"314";"31.4";"Section";"Animal and vegetable oils, fats and waxes"
"3142";"31.42";"Division";"Fixed vegetable oils and fats"
"31423";"31.42.3";"Group";"Fixed vegetable oils, 'soft', crude, refined or purified"
"314235";"31.42.35";"Subgroup";"Olive Oil"
"3143";"31.43";"Division";"Animal and vegetable oils and fats, processed, and waxes of animal or vegetable origin"
"31431";"31.43.1";"Group";"Animal and vegetable oils and fats, processed, and waxes of animal or vegetable origin"
"314312";"31.43.12";"Subgroup";"Hydrogenated Oils"
"314313";"31.43.13";"Subgroup";"Fatty and Oil Acids"
"316";"31.6";"Section";"Manufactured goods classified chiefly by material"
"3163";"31.63";"Division";"Cork and wood, cork manufactures (excluding furniture)"
"31633";"31.63.3";"Group";"Cork manufactures"
"316330";"31.63.30";"Subgroup";"Cork Products"
"3164";"31.64";"Division";"Paper, paperboard, and articles of pulp, of paper or of paperboard"
"31642";"31.64.2";"Group";"Paper and paperboard, cut to size or shape, and articles of paper or paperboard"
"316421";"31.64.21";"Subgroup";"Paper Office Containers"
"318";"31.8";"Section";"Miscellaneous manufactured articles"
"3189";"31.89";"Division";"Miscellaneous manufactured articles, n.e.s."
"31893";"31.89.3";"Group";"Articles, n.e.s. of materials of the kinds described in division 58"
"318931";"31.89.31";"Subgroup";"Plastic Storage Containers"
"40";"40";"Category";"Petrochemicals"
"402";"40.2";"Section";"Crude materials, inedible, except fuels"
"4023";"40.23";"Division";"Crude rubber (including synthetic and reclaimed)"
